sample_id,image_path,label,stage
3598,196662.jpg,6789,train
3599,129700.jpg,8430,train
3600,020292.jpg,394,train
3601,134783.jpg,6031,train
3602,131861.jpg,487,train
3603,004554.jpg,5254,train
3604,014045.jpg,2296,train
3605,197461.jpg,9456,train
3606,096634.jpg,8551,train
3607,201400.jpg,9812,train
3608,170167.jpg,4302,train
3609,125859.jpg,8656,train
3610,056061.jpg,3600,val
3611,185653.jpg,7246,train
3612,198983.jpg,6184,train
3613,169253.jpg,1306,train
3614,068864.jpg,3205,val
3615,006684.jpg,2314,train
3616,077341.jpg,3853,test
3617,020285.jpg,2483,train
3618,098288.jpg,8430,test
3619,139402.jpg,8638,train
3620,087470.jpg,2924,train
3621,156022.jpg,8529,val
3622,073990.jpg,1103,train
3623,117602.jpg,7348,train
3624,139047.jpg,7613,train
3625,122193.jpg,8702,test
3626,133819.jpg,6704,train
3627,019463.jpg,5960,train
3628,020403.jpg,2259,train
3629,070009.jpg,9206,train
3630,098810.jpg,6344,val
3631,185826.jpg,5276,val
3632,135537.jpg,4987,test
3633,142907.jpg,5146,train
3634,061850.jpg,8909,train
3635,033170.jpg,1938,val
3636,188335.jpg,8777,train
3637,064585.jpg,2031,train
3638,109322.jpg,4157,train
3639,023904.jpg,1994,train
3640,127811.jpg,3569,val
3641,079941.jpg,1135,val
3642,180045.jpg,1651,train
3643,138697.jpg,4197,train
3644,083928.jpg,8646,val
3645,016011.jpg,10127,train
3646,052610.jpg,1977,train
3647,157145.jpg,9138,val
3648,138820.jpg,1725,train
3649,199355.jpg,6708,val
3650,195436.jpg,7360,train
3651,044684.jpg,3504,val
3652,155315.jpg,4161,train
3653,193923.jpg,6809,train
3654,186446.jpg,7246,train
3655,087769.jpg,4374,train
3656,009001.jpg,4686,test
3657,068808.jpg,991,train
3658,069334.jpg,7114,train
3659,159471.jpg,1231,test
3660,001667.jpg,8803,train
3661,030428.jpg,4265,train
3662,139652.jpg,5242,train
3663,018534.jpg,5210,train
3664,025345.jpg,9183,val
3665,068724.jpg,409,val
3666,102061.jpg,10176,train
3667,178534.jpg,1673,train
3668,046952.jpg,8379,test
3669,082742.jpg,8679,train
3670,181094.jpg,4601,val
3671,133688.jpg,8826,train
3672,032546.jpg,7138,train
3673,118100.jpg,2190,train
3674,115819.jpg,7154,train
3675,173247.jpg,2843,train
3676,093446.jpg,2425,train
3677,039383.jpg,7174,train
3678,173551.jpg,2987,test
3679,156268.jpg,8904,val
3680,070801.jpg,5488,train
3681,106077.jpg,9177,val
3682,026246.jpg,1686,train
3683,041572.jpg,1448,train
3684,201777.jpg,9737,train
3685,017058.jpg,4702,train
3686,179579.jpg,468,train
3687,133117.jpg,6159,test
3688,079981.jpg,5508,train
3689,035554.jpg,5549,val
3690,044100.jpg,6928,train
3691,072081.jpg,8956,val
3692,044225.jpg,3714,train
3693,193014.jpg,8245,train
3694,055427.jpg,8460,train
3695,187352.jpg,7439,train
3696,134842.jpg,8443,train
3697,062724.jpg,4805,val
3698,093892.jpg,5041,train
3699,008017.jpg,1389,train
3700,028418.jpg,7178,train
3701,111083.jpg,7178,train
3702,130684.jpg,2141,train
3703,008604.jpg,94,train
3704,079598.jpg,894,train
3705,193624.jpg,6399,train
3706,019946.jpg,3407,train
3707,051997.jpg,8721,train
3708,079751.jpg,6633,train
3709,179695.jpg,4458,train
3710,050767.jpg,5008,val
3711,125379.jpg,5020,val
3712,163883.jpg,1018,train
3713,186469.jpg,7156,val
3714,009231.jpg,4715,train
3715,140934.jpg,7881,train
3716,024035.jpg,894,train
3717,047114.jpg,3989,train
3718,113463.jpg,6548,train
3719,153979.jpg,5537,train
3720,114496.jpg,5569,train
3721,155745.jpg,4547,train
3722,035775.jpg,1956,train
3723,095975.jpg,6042,val
3724,028698.jpg,1373,train
3725,000611.jpg,5903,train
3726,127069.jpg,3047,train
3727,126260.jpg,2097,train
3728,133979.jpg,1749,train
3729,011780.jpg,988,train
3730,123671.jpg,6339,train
3731,000746.jpg,1566,val
3732,088504.jpg,5240,train
3733,021735.jpg,8644,test
3734,033793.jpg,5180,train
3735,150368.jpg,5086,train
3736,084682.jpg,4393,test
3737,109235.jpg,8380,test
3738,012579.jpg,2887,train
3739,020966.jpg,394,train
3740,051603.jpg,5549,val
3741,124307.jpg,397,train
3742,081475.jpg,8664,train
3743,014650.jpg,8642,val
3744,095768.jpg,2588,train
3745,175123.jpg,3182,test
3746,074477.jpg,6282,train
3747,127672.jpg,9057,train
3748,025912.jpg,924,train
3749,095688.jpg,8482,val
3750,072362.jpg,5086,train
3751,151792.jpg,4692,train
3752,026846.jpg,4561,train
3753,165810.jpg,2546,train
3754,115864.jpg,3981,train
3755,175206.jpg,4177,val
3756,113672.jpg,5732,train
3757,044937.jpg,3727,train
3758,096899.jpg,2261,val
3759,132316.jpg,4554,train
3760,028038.jpg,2883,val
3761,120319.jpg,4221,train
3762,059211.jpg,6282,train
3763,018453.jpg,8860,train
3764,026789.jpg,9011,test
3765,028804.jpg,5902,test
3766,064014.jpg,7067,train
3767,018074.jpg,6645,train
3768,041017.jpg,9697,train
3769,039068.jpg,659,test
3770,111400.jpg,3670,train
3771,062500.jpg,343,val
3772,057456.jpg,5702,train
3773,135633.jpg,3024,test
3774,086996.jpg,9176,train
3775,106683.jpg,6058,val
3776,017139.jpg,1322,train
3777,137396.jpg,1559,test
3778,173104.jpg,3901,train
3779,164826.jpg,56,train
3780,123314.jpg,7180,val
3781,200571.jpg,8709,train
3782,027025.jpg,6532,val
3783,128159.jpg,5344,train
3784,135485.jpg,5901,test
3785,188660.jpg,6190,train
3786,023979.jpg,4652,val
3787,117215.jpg,1050,train
3788,093853.jpg,10042,test
3789,090267.jpg,6696,val
3790,127724.jpg,6058,train
3791,086260.jpg,8430,test
3792,000364.jpg,1213,train
3793,112722.jpg,5407,val
3794,163808.jpg,1809,train
3795,030266.jpg,6343,val
3796,066943.jpg,2602,test
3797,200407.jpg,5613,val
3798,103139.jpg,4701,train
3799,141234.jpg,3376,val
3800,172570.jpg,1291,train
3801,101247.jpg,6066,train
3802,020997.jpg,6555,train
3803,158165.jpg,66,train
3804,180727.jpg,1201,train
3805,121666.jpg,6547,train
3806,048241.jpg,220,test
3807,113281.jpg,10082,train
3808,194148.jpg,7607,train
3809,190315.jpg,8496,train
3810,180544.jpg,1198,train
3811,065882.jpg,8424,train
3812,033800.jpg,5765,train
3813,010389.jpg,3569,train
3814,076124.jpg,4436,test
3815,030384.jpg,6665,train
3816,058139.jpg,1275,train
3817,005594.jpg,632,train
3818,108214.jpg,9166,train
3819,128730.jpg,8882,train
3820,157213.jpg,6806,test
3821,019601.jpg,4899,test
3822,093900.jpg,481,test
3823,120080.jpg,9001,train
3824,018721.jpg,9031,val
3825,123085.jpg,2965,train
3826,024346.jpg,3986,val
3827,022983.jpg,9984,train
3828,188901.jpg,7573,train
3829,163196.jpg,1582,train
3830,001482.jpg,5145,train
3831,142372.jpg,9685,val
3832,183510.jpg,5840,train
3833,187625.jpg,6650,train
3834,067010.jpg,9678,train
3835,176828.jpg,986,train
3836,103923.jpg,7423,train
3837,014487.jpg,8799,train
3838,187953.jpg,10062,test
3839,176137.jpg,4773,val
3840,168337.jpg,2279,train
3841,179466.jpg,4911,train
3842,157739.jpg,1757,train
3843,032272.jpg,7086,test
3844,071145.jpg,3569,test
3845,075660.jpg,2111,train
3846,082694.jpg,4916,train
3847,134466.jpg,1204,train
3848,094002.jpg,567,val
3849,163812.jpg,1324,test
3850,045540.jpg,9001,val
3851,106223.jpg,1580,val
3852,007327.jpg,1873,test
3853,032614.jpg,4625,train
3854,034071.jpg,5706,train
3855,118974.jpg,1538,test
3856,039382.jpg,4891,val
3857,029972.jpg,6110,train
3858,175559.jpg,1314,train
3859,165995.jpg,2762,val
3860,059941.jpg,1723,train
3861,096930.jpg,5451,test
3862,159445.jpg,6994,val
3863,125166.jpg,6330,test
3864,200458.jpg,5799,train
3865,041955.jpg,4981,train
3866,002986.jpg,5537,train
3867,080986.jpg,5473,val
3868,025153.jpg,2296,val
3869,056609.jpg,3084,train
3870,029213.jpg,6894,test
3871,084499.jpg,6214,train
3872,101102.jpg,9818,train
3873,143265.jpg,1209,train
3874,104844.jpg,9533,train
3875,149489.jpg,3465,train
3876,003643.jpg,2134,val
3877,032830.jpg,1531,train
3878,157863.jpg,9106,train
3879,122718.jpg,1549,train
3880,173391.jpg,2348,train
3881,110252.jpg,9056,train
3882,057088.jpg,6181,val
3883,202545.jpg,10062,train
3884,086285.jpg,1490,train
3885,071486.jpg,4876,test
3886,063738.jpg,2406,val
3887,133156.jpg,9091,train
3888,017130.jpg,6066,val
3889,099176.jpg,4181,val
3890,152148.jpg,3623,val
3891,172507.jpg,2843,train
3892,000416.jpg,3501,train
3893,126927.jpg,2238,val
3894,137473.jpg,9790,train
3895,182602.jpg,2122,train
3896,103652.jpg,5418,train
3897,066426.jpg,6142,test
3898,099765.jpg,9962,train
3899,169934.jpg,3211,val
3900,118383.jpg,3912,train
3901,032916.jpg,5234,train
3902,075718.jpg,1839,train
3903,096248.jpg,9758,train
3904,133540.jpg,6997,train
3905,166303.jpg,4474,train
3906,147858.jpg,1874,train
3907,014181.jpg,8807,train
3908,186729.jpg,6846,train
3909,182777.jpg,8726,train
3910,162389.jpg,3438,train
3911,180330.jpg,986,train
3912,086349.jpg,1341,test
3913,125502.jpg,66,val
3914,167311.jpg,3028,train
3915,022861.jpg,5127,test
3916,014081.jpg,6136,test
3917,029472.jpg,3858,train
3918,091896.jpg,4031,train
3919,147664.jpg,8313,train
3920,014167.jpg,6002,train
3921,042334.jpg,5784,train
3922,131374.jpg,8856,train
3923,149740.jpg,2296,test
3924,179377.jpg,4834,train
3925,020269.jpg,9878,train
3926,194011.jpg,5158,train
3927,081062.jpg,8578,train
3928,099691.jpg,5191,val
3929,081223.jpg,8943,train
3930,141802.jpg,3135,train
3931,071347.jpg,6492,train
3932,016818.jpg,1984,test
3933,109705.jpg,3010,val
3934,073373.jpg,3214,test
3935,015885.jpg,5922,train
3936,045444.jpg,9039,val
3937,023014.jpg,492,train
3938,080088.jpg,1912,train
3939,132113.jpg,2190,train
3940,064575.jpg,8468,val
3941,127667.jpg,2416,test
3942,043311.jpg,2883,train
3943,034575.jpg,8469,train
3944,010721.jpg,5482,val
3945,128413.jpg,4197,train
3946,140462.jpg,6236,train
3947,102681.jpg,6155,train
3948,169244.jpg,2119,test
3949,092791.jpg,7613,test
3950,186129.jpg,7192,val
3951,138414.jpg,9087,train
3952,114428.jpg,2484,val
3953,077113.jpg,6286,train
3954,011169.jpg,4691,train
3955,124136.jpg,8779,train
3956,027669.jpg,6894,train
3957,136602.jpg,5750,val
3958,020801.jpg,2153,train
3959,090898.jpg,1985,train
3960,057107.jpg,2612,test
3961,078151.jpg,5843,train
3962,104627.jpg,2572,val
3963,091275.jpg,94,train
3964,082003.jpg,10111,train
3965,092421.jpg,8643,train
3966,128744.jpg,8867,train
3967,062731.jpg,8820,train
3968,037616.jpg,1170,test
3969,176646.jpg,1455,test
3970,084928.jpg,5449,train
3971,093599.jpg,8586,train
3972,114730.jpg,6044,train
3973,093780.jpg,7143,train
3974,040083.jpg,1700,test
3975,132524.jpg,7331,train
3976,160247.jpg,4225,train
3977,149659.jpg,2516,val
3978,045441.jpg,3912,train
3979,078959.jpg,3641,train
3980,085205.jpg,7275,train
3981,141898.jpg,6355,test
3982,044273.jpg,8803,train
3983,012810.jpg,9039,train
3984,187541.jpg,6135,train
3985,011546.jpg,4355,train
3986,047224.jpg,3882,test
3987,101338.jpg,8770,val
3988,018292.jpg,5696,train
3989,160748.jpg,9678,train
3990,045570.jpg,5688,train
3991,178107.jpg,4346,val
3992,051216.jpg,1394,train
3993,064447.jpg,2202,train
3994,177876.jpg,1090,train
3995,002285.jpg,2235,test
3996,015384.jpg,2150,train
3997,016042.jpg,1326,train
3998,082994.jpg,4054,val
3999,075741.jpg,7120,val
4000,134980.jpg,2573,train
4001,130343.jpg,6648,train
4002,017566.jpg,6207,train
4003,091798.jpg,997,test
4004,082586.jpg,4151,train
4005,065310.jpg,5242,train
4006,009920.jpg,5459,train
4007,165558.jpg,4141,val
4008,060624.jpg,10021,test
4009,055415.jpg,3678,train
4010,100015.jpg,4566,train
4011,139531.jpg,2613,train
4012,130677.jpg,539,train
4013,123969.jpg,8930,train
4014,185135.jpg,5072,train
4015,016695.jpg,10089,train
4016,059173.jpg,9011,train
4017,192119.jpg,9728,val
4018,046349.jpg,4672,train
4019,054279.jpg,1228,train
4020,189008.jpg,7824,train
4021,163281.jpg,1411,train
4022,138637.jpg,8514,train
4023,159723.jpg,6236,test
4024,071374.jpg,4828,train
4025,017294.jpg,2236,train
4026,076821.jpg,3475,train
4027,062835.jpg,4433,val
4028,151659.jpg,2017,train
4029,056501.jpg,2602,train
4030,038865.jpg,4392,test
4031,068745.jpg,2883,train
4032,016200.jpg,10055,train
4033,149818.jpg,8905,val
4034,010517.jpg,6876,train
4035,024995.jpg,4920,train
4036,029810.jpg,3198,val
4037,089050.jpg,5094,train
4038,133298.jpg,1604,train
4039,130723.jpg,8393,train
4040,045118.jpg,8909,train
4041,110437.jpg,6603,train
4042,081498.jpg,5088,test
4043,138591.jpg,5901,train
4044,010144.jpg,3279,train
4045,023201.jpg,3421,train
4046,125309.jpg,6574,train
4047,041284.jpg,4245,train
4048,062860.jpg,8682,train
4049,072983.jpg,6353,test
4050,151309.jpg,5040,train
4051,160385.jpg,6427,test
4052,035225.jpg,5449,train
4053,061003.jpg,5221,train
4054,089341.jpg,6266,val
4055,160867.jpg,6339,test
4056,175330.jpg,1673,train
4057,166246.jpg,4669,val
4058,024515.jpg,1351,test
4059,059298.jpg,4162,test
4060,075259.jpg,1810,train
4061,037470.jpg,2070,train
4062,001516.jpg,7119,test
4063,123331.jpg,4168,val
4064,038189.jpg,7467,train
4065,096485.jpg,2908,test
4066,103170.jpg,5234,val
4067,154216.jpg,9944,test
4068,085029.jpg,4157,train
4069,111348.jpg,5161,train
4070,173582.jpg,3157,train
4071,067291.jpg,5125,train
4072,163943.jpg,3755,train
4073,061374.jpg,1873,train
4074,123261.jpg,3034,train
4075,169180.jpg,4861,train
4076,160425.jpg,4165,train
4077,162996.jpg,1498,val
4078,028748.jpg,3325,train
4079,089284.jpg,4126,train
4080,079269.jpg,4652,val
4081,194862.jpg,6494,train
4082,069544.jpg,8974,train
4083,004713.jpg,10073,train
4084,133914.jpg,220,train
4085,135465.jpg,1447,val
4086,073881.jpg,447,train
4087,139342.jpg,1811,train
4088,057843.jpg,3475,train
4089,158212.jpg,6440,train
4090,024082.jpg,6417,train
4091,087804.jpg,1128,train
4092,108498.jpg,6031,train
4093,110491.jpg,5238,train
4094,147673.jpg,7187,train
4095,178049.jpg,3524,train
4096,090112.jpg,1784,test
4097,029912.jpg,6359,train
4098,063065.jpg,3587,test
4099,143869.jpg,4950,train
4100,134340.jpg,8721,train
4101,077343.jpg,2130,train
4102,126665.jpg,3705,train
4103,141412.jpg,5050,test
4104,127084.jpg,2524,train
4105,010699.jpg,4908,train
4106,191207.jpg,5128,test
4107,144921.jpg,987,train
4108,134850.jpg,2791,train
4109,010544.jpg,4981,train
4110,120332.jpg,1297,train
4111,131700.jpg,6422,val
4112,029471.jpg,3795,train
4113,021669.jpg,6461,test
4114,047665.jpg,1467,val
4115,004911.jpg,5247,train
4116,043356.jpg,2952,train
4117,196506.jpg,6956,train
4118,070146.jpg,1947,val
4119,114413.jpg,7596,train
4120,117016.jpg,5001,test
4121,084159.jpg,3279,val
4122,079342.jpg,5928,train
4123,074224.jpg,8783,train
4124,088895.jpg,2061,test
4125,115423.jpg,417,train
4126,067618.jpg,6256,train
4127,197418.jpg,5298,val
4128,189881.jpg,8777,train
4129,015115.jpg,6296,train
4130,183060.jpg,6370,train
4131,076394.jpg,6066,train
4132,156602.jpg,495,train
4133,002179.jpg,2231,train
4134,017866.jpg,6922,test
4135,193555.jpg,8717,train
4136,104870.jpg,10134,val
4137,191826.jpg,9929,test
4138,139054.jpg,3620,train
4139,089510.jpg,3696,train
4140,083997.jpg,2965,val
4141,019892.jpg,10014,train
4142,158696.jpg,6427,train
4143,078708.jpg,3981,train
4144,131014.jpg,6547,train
4145,037197.jpg,6532,val
4146,010442.jpg,4168,train
4147,152673.jpg,5715,train
4148,117241.jpg,2349,train
4149,072008.jpg,1629,val
4150,149374.jpg,8858,val
4151,125627.jpg,9758,test
4152,200027.jpg,5431,test
4153,067496.jpg,2153,train
4154,109658.jpg,4462,train
4155,066241.jpg,10134,train
4156,114039.jpg,8850,train
4157,039593.jpg,1301,train
4158,160803.jpg,5519,train
4159,060527.jpg,8940,test
4160,105499.jpg,4914,train
4161,063218.jpg,1875,train
4162,013279.jpg,6044,train
4163,067430.jpg,6386,test
4164,013211.jpg,5488,train
4165,040542.jpg,600,train
4166,200187.jpg,5585,train
4167,051288.jpg,3491,val
4168,192357.jpg,8774,train
4169,170320.jpg,3182,train
4170,074283.jpg,10050,val
4171,067048.jpg,4334,val
4172,171507.jpg,2180,train
4173,184634.jpg,5253,train
4174,096717.jpg,4244,val
4175,192040.jpg,6284,train
4176,057190.jpg,3808,train
4177,177181.jpg,3059,train
4178,051265.jpg,496,train
4179,102180.jpg,8428,train
4180,024922.jpg,9177,train
4181,016018.jpg,8972,test
4182,105807.jpg,2813,test
4183,040604.jpg,9926,train
4184,117561.jpg,4865,train
4185,011973.jpg,2249,train
4186,163024.jpg,365,train
4187,195314.jpg,5252,train
4188,015587.jpg,66,test
4189,103975.jpg,7086,test
4190,054622.jpg,3714,train
4191,044575.jpg,5960,train
4192,051976.jpg,7392,test
4193,200535.jpg,10062,val
4194,100461.jpg,2046,train
4195,012452.jpg,8898,train
4196,011301.jpg,6400,train
4197,145674.jpg,977,train
4198,139372.jpg,2155,train
4199,135543.jpg,2793,train
4200,144470.jpg,2150,train
4201,194374.jpg,5224,train
4202,059885.jpg,6386,train
4203,037803.jpg,2909,train
4204,007555.jpg,4577,train
4205,053316.jpg,1672,train
4206,078574.jpg,5221,train
4207,109274.jpg,8834,train
4208,011458.jpg,1382,test
4209,050279.jpg,8702,train
4210,183781.jpg,7567,train
4211,109011.jpg,5311,test
4212,077023.jpg,8519,train
4213,125246.jpg,5391,train
4214,187234.jpg,5128,train
4215,159607.jpg,7138,train
4216,166907.jpg,3508,train
4217,193893.jpg,5539,val
4218,138174.jpg,4692,train
4219,137628.jpg,8511,train
4220,114372.jpg,6164,train
4221,089840.jpg,6736,train
4222,124041.jpg,4612,test
4223,034892.jpg,8676,val
4224,055764.jpg,8376,train
4225,011579.jpg,4955,train
4226,131230.jpg,8563,train
4227,198385.jpg,9768,train
4228,096173.jpg,5124,val
4229,116650.jpg,7613,val
4230,005816.jpg,8468,test
4231,129282.jpg,3847,train
4232,076669.jpg,1711,train
4233,124152.jpg,2416,train
4234,120372.jpg,8826,val
4235,189996.jpg,5966,train
4236,154005.jpg,5581,train
4237,175992.jpg,3661,val
4238,132806.jpg,5147,train
4239,160434.jpg,1757,train
4240,068290.jpg,1288,train
4241,185414.jpg,5148,train
4242,074438.jpg,5008,test
4243,022443.jpg,6637,train
4244,136850.jpg,5765,train
4245,068143.jpg,8723,train
4246,134851.jpg,7309,train
4247,080426.jpg,3795,val
4248,024184.jpg,1275,train
4249,040493.jpg,4976,train
4250,149468.jpg,894,test
4251,086581.jpg,5210,train
4252,024750.jpg,4102,val
4253,142029.jpg,5344,train
4254,083437.jpg,1034,train
4255,043620.jpg,1986,train
4256,170040.jpg,3157,val
4257,182201.jpg,510,val
4258,186780.jpg,10059,train
4259,175433.jpg,953,train
4260,046215.jpg,3886,train
4261,097772.jpg,918,test
4262,159206.jpg,1793,train
4263,057967.jpg,1985,train
4264,032731.jpg,3491,train
4265,165438.jpg,4706,train
4266,094325.jpg,5472,test
4267,189117.jpg,5888,train
4268,067950.jpg,6682,val
4269,088225.jpg,8832,val
4270,025323.jpg,4671,train
4271,141486.jpg,6474,train
4272,176588.jpg,3227,test
4273,159076.jpg,3431,train
4274,202125.jpg,5941,test
4275,068767.jpg,3278,val
4276,201871.jpg,8771,test
4277,169992.jpg,3140,train
4278,007659.jpg,5235,test
4279,031798.jpg,3719,val
4280,033232.jpg,4691,val
4281,027092.jpg,10042,train
4282,144900.jpg,1700,train
4283,052054.jpg,7201,train
4284,184238.jpg,9194,train
4285,166832.jpg,4276,train
4286,199156.jpg,4998,train
4287,115916.jpg,9850,train
4288,093226.jpg,2461,test
4289,187873.jpg,6886,val
4290,202156.jpg,9929,train
4291,201071.jpg,8480,val
4292,082216.jpg,7716,test
4293,112256.jpg,5519,train
4294,149554.jpg,3135,train
4295,021578.jpg,9818,train
4296,120651.jpg,404,val
4297,015237.jpg,3280,val
4298,047597.jpg,4825,train
4299,045275.jpg,3500,train
4300,007386.jpg,3960,train
4301,040811.jpg,973,test
4302,195702.jpg,7362,train
4303,133304.jpg,4720,train
4304,026510.jpg,1362,train
4305,006361.jpg,8498,train
4306,053962.jpg,8723,train
4307,202319.jpg,5520,train
4308,181096.jpg,4516,train
4309,095228.jpg,1204,train
4310,111231.jpg,3719,train
4311,051787.jpg,6696,train
4312,126613.jpg,7424,train
4313,095897.jpg,4102,train
4314,085480.jpg,1014,train
4315,187875.jpg,5431,train
4316,053026.jpg,5982,val
4317,199959.jpg,6399,train
4318,137548.jpg,8682,val
4319,019088.jpg,2805,train
4320,108189.jpg,4620,val
4321,148034.jpg,8547,val
4322,145821.jpg,6400,train
4323,046643.jpg,4991,train
4324,164985.jpg,4139,train
4325,036243.jpg,5176,train
4326,040715.jpg,3127,train
4327,188730.jpg,8771,train
4328,027657.jpg,8676,train
4329,045421.jpg,6682,train
4330,001881.jpg,487,train
4331,136435.jpg,4891,train
4332,157667.jpg,2101,train
4333,106071.jpg,6330,train
4334,140016.jpg,7850,train
4335,071468.jpg,5394,train
4336,022669.jpg,3231,train
4337,167310.jpg,1642,train
4338,004535.jpg,6364,val
4339,177052.jpg,1884,val
4340,090051.jpg,4710,train
4341,202264.jpg,5426,val
4342,045618.jpg,10060,train
4343,002044.jpg,4151,test
4344,172842.jpg,1455,train
4345,007326.jpg,5139,val
4346,127941.jpg,6695,train
4347,173652.jpg,1302,train
4348,180416.jpg,4388,test
4349,020112.jpg,8746,train
4350,098266.jpg,6066,val
4351,140371.jpg,6262,train
4352,073943.jpg,2353,val
4353,123947.jpg,7499,train
4354,108066.jpg,6524,train
4355,063904.jpg,1568,train
4356,195640.jpg,5987,train
4357,083216.jpg,3167,train
4358,065672.jpg,6637,val
4359,187822.jpg,6958,train
4360,085569.jpg,2611,train
4361,000885.jpg,1423,test
4362,180019.jpg,510,train
4363,098340.jpg,1377,train
4364,134079.jpg,9967,val
4365,091492.jpg,1565,train
4366,013877.jpg,2086,val
4367,114502.jpg,4027,train
4368,007337.jpg,3175,test
4369,082683.jpg,9091,train
4370,194420.jpg,10001,train
4371,183451.jpg,8499,train
4372,098845.jpg,5122,train
4373,198183.jpg,5253,val
4374,086585.jpg,3701,val
4375,198979.jpg,8757,train
4376,087972.jpg,1008,train
4377,122470.jpg,6449,val
4378,114538.jpg,1368,test
4379,138307.jpg,8427,val
4380,085853.jpg,2837,train
4381,159227.jpg,8682,train
4382,189044.jpg,5159,test
4383,143167.jpg,1568,val
4384,186465.jpg,5132,val
4385,029016.jpg,3941,test
4386,189593.jpg,6370,train
4387,067142.jpg,8957,train
4388,164140.jpg,4139,train
4389,161597.jpg,2882,train
4390,032313.jpg,5073,test
4391,152718.jpg,5784,train
4392,113685.jpg,2337,test
4393,084339.jpg,6614,test
4394,015093.jpg,4197,val
4395,014855.jpg,10144,train
4396,187972.jpg,5966,train
4397,115811.jpg,4462,train
4398,105820.jpg,7346,test
4399,026109.jpg,6077,train
4400,101731.jpg,10175,test
4401,177579.jpg,3140,train
4402,171262.jpg,1044,val
4403,062265.jpg,3184,train
4404,181268.jpg,1090,test
4405,174768.jpg,235,train
4406,098656.jpg,6330,train
4407,062026.jpg,2249,val
4408,154562.jpg,5960,train
4409,112974.jpg,6002,train
4410,179990.jpg,3755,val
4411,091527.jpg,3400,train
4412,151828.jpg,3029,train
4413,060539.jpg,5293,test
4414,106438.jpg,9156,test
4415,111275.jpg,4852,test
4416,148908.jpg,6141,train
4417,031346.jpg,5222,train
4418,028220.jpg,6662,train
4419,092929.jpg,32,train
4420,179675.jpg,1210,train
4421,199927.jpg,10090,val
4422,092181.jpg,8987,train
4423,055173.jpg,9057,train
4424,064809.jpg,5416,val
4425,006401.jpg,5024,train
4426,037366.jpg,988,train
4427,070540.jpg,10174,train
4428,065820.jpg,5938,train
4429,200199.jpg,5676,train
4430,118670.jpg,7209,test
4431,074656.jpg,3895,train
4432,108295.jpg,6368,train
4433,038998.jpg,10095,test
4434,100873.jpg,9091,train
4435,065912.jpg,6012,train
4436,009963.jpg,4165,test
4437,063546.jpg,394,val
4438,018806.jpg,6371,train
4439,010169.jpg,1264,train
4440,152260.jpg,3214,val
4441,064212.jpg,8546,test
4442,171882.jpg,2546,train
4443,200733.jpg,8984,train
4444,026286.jpg,1648,test
4445,113801.jpg,1336,train
4446,018912.jpg,9722,train
4447,120884.jpg,4914,val
4448,081198.jpg,6928,train
4449,199251.jpg,8951,train
4450,098910.jpg,2870,train
4451,055622.jpg,6036,train
4452,081490.jpg,10174,val
4453,022693.jpg,958,train
4454,121050.jpg,10111,train
4455,175046.jpg,1210,val
4456,097215.jpg,1993,train
4457,039571.jpg,8905,test
4458,016779.jpg,1960,test
4459,138467.jpg,1657,test
4460,197582.jpg,5061,val
4461,114980.jpg,6679,train
4462,200432.jpg,8395,train
4463,180325.jpg,2167,val
4464,189000.jpg,5100,train
4465,018135.jpg,6182,test
4466,069256.jpg,8313,train
4467,091355.jpg,2097,train
4468,138004.jpg,10003,train
4469,163003.jpg,2843,test
4470,107295.jpg,3167,train
4471,180923.jpg,1641,train
4472,147415.jpg,9810,train
4473,173306.jpg,1120,train
4474,100831.jpg,4724,val
4475,071575.jpg,65,val
4476,093888.jpg,1496,train
4477,184116.jpg,7910,train
4478,179864.jpg,4149,val
4479,157127.jpg,2898,val
4480,143640.jpg,9687,train
4481,040312.jpg,3316,test
4482,076318.jpg,4723,train
4483,075308.jpg,4153,train
4484,104892.jpg,4686,val
4485,139826.jpg,6565,train
4486,075672.jpg,4986,val
4487,020561.jpg,2124,train
4488,166956.jpg,4261,val
4489,017272.jpg,1054,val
4490,009952.jpg,1322,train
4491,081814.jpg,4511,test
4492,021164.jpg,4288,train
4493,106949.jpg,273,train
4494,127127.jpg,6183,train
4495,117395.jpg,2921,test
4496,139426.jpg,7450,train
4497,020996.jpg,1568,test
4498,032275.jpg,3186,train
4499,003268.jpg,861,test
4500,018635.jpg,1810,train
4501,068149.jpg,8708,test
4502,002614.jpg,9693,train
4503,078970.jpg,2150,val
4504,148292.jpg,4236,test
4505,192632.jpg,8822,test
4506,116737.jpg,3641,val
4507,123766.jpg,5320,train
4508,131197.jpg,1033,train
4509,158963.jpg,4316,val
4510,081358.jpg,3056,test
4511,160846.jpg,8979,train
4512,156885.jpg,6108,train
4513,134016.jpg,8112,train
4514,008252.jpg,5078,train
4515,118533.jpg,3175,train
4516,140327.jpg,1392,test
4517,092811.jpg,6642,train
4518,142783.jpg,9701,train
4519,098604.jpg,5706,train
4520,197845.jpg,5941,test
4521,003217.jpg,9023,train
4522,021989.jpg,1524,train
4523,169590.jpg,4076,train
4524,108897.jpg,5805,train
4525,146307.jpg,1912,train
4526,040970.jpg,3730,val
4527,126838.jpg,8626,val
4528,146926.jpg,7201,val
4529,050749.jpg,4136,train
4530,092638.jpg,3207,train
4531,065812.jpg,5815,train
4532,040602.jpg,7142,val
